output_idx,weights
40,"[-0.062476642429828644, -0.06491836905479431, -0.04159964993596077, -0.026910698041319847, 0.04288046434521675, 0.04099475219845772, -0.06632377207279205, 0.0855526328086853, -0.0033918919507414103, 0.03892270103096962, -0.06910648941993713, -0.07807090878486633, 0.0199851356446743, 0.03665100038051605, 0.03348938375711441, 0.010827758349478245, -0.006828838028013706, -0.03842679411172867, -0.07275503873825073, -0.07518795132637024, -0.03732982277870178, 0.053519684821367264, -0.0351339727640152, 0.049027301371097565, 0.05577929690480232, -0.04614625498652458, -0.06088552996516228, -0.05547090619802475, -0.00028628218569792807, -0.05929596349596977, -0.03763517737388611, -0.06512460112571716, 0.043203841894865036, 0.018561173230409622, -0.03851693868637085, 0.02156638167798519, -0.010510408319532871, -0.07295500487089157, -0.06191409006714821, -0.08028921484947205, -0.021267473697662354, 0.03931913524866104, 0.047666922211647034, -0.03046957589685917, 0.09614937752485275, 0.04768490418791771, 0.01687544584274292, 0.07411403208971024, 0.013197165913879871, 0.0489230751991272, 0.009207629598677158, -0.07136087119579315, -0.06643916666507721, -0.03758078068494797, -0.05010290816426277, 0.07176189124584198, -0.02126629836857319, -0.07695871591567993, -0.0047577545046806335, -0.03617371991276741, 0.07004963606595993, 0.013062702491879463, -0.03517545387148857, -0.0759599357843399, 0.011805446818470955, -0.03517846390604973, -0.048452019691467285, 0.047258149832487106, 0.07915086299180984, -0.007965896278619766, 0.03758376091718674, -0.07184414565563202, -0.01172007154673338, 0.06754939258098602, 0.08029138296842575, 0.04233982041478157, -0.009179891087114811, 0.0705965980887413, -0.01888023316860199, -0.03543230891227722, 0.031043775379657745, 0.05978703871369362, -0.04404953122138977, 9.836556273512542e-05, -0.05395425856113434, -0.09034585952758789, 0.027949204668402672, -0.006880457978695631, 0.01699228771030903, 0.00900087971240282, -0.03702893480658531, 0.08566667884588242, -0.04694062098860741, -0.0033209314569830894, 0.07101447135210037, -0.004774308763444424, -0.060980599373579025, 0.08925622701644897, 0.08814720064401627, -0.06556853652000427, 0.03685333952307701, -0.025478703901171684, -0.026488352566957474, -0.05151558294892311, -0.01812760904431343, 0.005022790282964706, -0.0761033371090889, -0.004857806488871574, 0.03488423675298691, -0.05661826208233833, -0.037923384457826614, -0.0754631906747818, -0.013491954654455185, 0.08025040477514267, -0.02077593095600605, -0.05421505868434906, 0.07445385307073593, -0.08387268334627151, -0.014576100744307041, -0.05308707430958748, 0.04913054406642914, 0.049547407776117325, 0.07541202753782272, -0.0005663815536536276, 0.03567197546362877, -0.009765231050550938, 0.04027371481060982, -0.006087541114538908]"
41,"[0.07597173005342484, -0.06519974023103714, -0.06056186184287071, 0.06472267955541611, -0.041800569742918015, 0.0035890054423362017, 0.06303922832012177, 0.053001511842012405, 0.05841902643442154, 0.07583922147750854, -0.06754204630851746, 0.07873920351266861, -0.0785951018333435, 0.0784057080745697, 0.07651035487651825, 0.03742847591638565, 0.035617511719465256, 0.027500025928020477, -0.07651446014642715, -0.078277587890625, 0.024950331076979637, 0.021716909483075142, -0.08656860142946243, 0.06537248194217682, 0.006926086265593767, -0.08535498380661011, 0.04609118029475212, 0.046053167432546616, -0.013823074288666248, 0.07262318581342697, 0.06166604906320572, 0.05782507732510567, -0.00723834615200758, -0.08084616810083389, -0.01401427574455738, -0.01105528138577938, 0.046488068997859955, -0.0015897905686870217, 0.07777229696512222, -0.034533143043518066, 0.04371820017695427, -0.08790060877799988, -0.0775052011013031, -0.039320774376392365, -0.08592680096626282, 0.06427784264087677, 0.03479021042585373, -0.027174461632966995, 0.07646523416042328, 0.055535487830638885, -0.022632058709859848, 0.031755346804857254, -0.0830848440527916, -0.035157009959220886, -0.004362880252301693, 0.05915718525648117, 0.058546364307403564, 0.027071509510278702, 0.036069106310606, -0.01667840965092182, -0.0008401969098486006, -0.0033579699229449034, 0.04444633796811104, 0.04179331287741661, -0.04500572755932808, 0.05662013962864876, -0.08503801375627518, 0.0042998590506613255, -0.08476950973272324, 0.05740595608949661, 0.02922751009464264, -0.06841010600328445, 0.06140074133872986, -0.05715082213282585, -0.0032956497743725777, -0.08036967366933823, 0.0871015340089798, 0.04304547980427742, -0.0689772218465805, -0.0135702108964324, 0.050902631133794785, 0.03177743777632713, 0.0727253258228302, -0.006628651171922684, 0.06016751751303673, 0.0497417151927948, 0.002961438149213791, 0.043739210814237595, 0.04385019466280937, -0.07330138236284256, -0.02699284441769123, -0.08765017986297607, 0.012827422469854355, 0.06244979426264763, -0.08423938602209091, 0.00023738251184113324, -0.023506294935941696, -6.885780749144033e-05, -0.06252758204936981, 0.07430460304021835, 0.06425072252750397, -0.05128150433301926, -0.0783136859536171, 0.042900942265987396, -0.031311456114053726, -0.025708861649036407, -0.055891189724206924, -0.03592412918806076, 0.009075693786144257, -0.025672676041722298, -0.0710373967885971, 0.0157427117228508, -0.04589994251728058, 0.07614316791296005, 0.01604040339589119, 0.0022690703626722097, -0.02989272214472294, 0.02758190594613552, 0.04655548557639122, -0.006995813921093941, 0.015874134376645088, 0.054660625755786896, -0.06751938164234161, -0.06388244032859802, -0.08810898661613464, 0.004448233172297478, -0.02565218321979046, -0.04031854122877121]"
42,"[0.21706679463386536, 0.10608790069818497, -0.1788724660873413, 0.11458130180835724, -0.027940094470977783, 0.16430321335792542, 0.014949457719922066, -0.05203171819448471, 0.1497572809457779, 0.28153640031814575, 0.0738288164138794, 0.010567803867161274, 0.11895133554935455, 0.032244592905044556, 0.0650433897972107, -0.07794751226902008, 0.03791380301117897, -0.0361013263463974, -0.05836004018783569, -0.08262841403484344, -0.1790539026260376, -0.0668734684586525, -0.207464337348938, -0.0887136459350586, -0.08228519558906555, 0.06534113734960556, 0.15143340826034546, 0.04994973912835121, 0.056096602231264114, 0.2413800209760666, -0.16980145871639252, -0.19236449897289276, -0.02078150399029255, -0.058674294501543045, -0.08839341253042221, 0.05705268308520317, 0.02198975160717964, 0.03580506891012192, 0.002668029395863414, 0.0774364247918129, 0.04340348392724991, -0.12881657481193542, 0.04748992621898651, 0.07966464757919312, 0.02407063916325569, 0.028694897890090942, -0.13995368778705597, -0.008456236682832241, 0.0022139698266983032, 0.21469593048095703, -0.03063211962580681, -0.1488679051399231, 0.08786962926387787, 0.03443976491689682, 0.1710718274116516, 0.07489858567714691, 0.05046074837446213, -0.07291455566883087, 0.01347093004733324, 0.02728254534304142, -0.013100223615765572, 0.11670038849115372, 0.08050087094306946, 0.037253063172101974, -0.12693357467651367, 0.09055200219154358, -0.005274900235235691, -0.05747430399060249, 0.023357897996902466, -0.08864268660545349, -0.15638118982315063, 0.11225380003452301, -0.053088124841451645, -0.08386345952749252, -0.1616191864013672, 0.033129867166280746, 0.042493876069784164, 0.06050148233771324, -0.1773650348186493, 0.09072170406579971, 0.025308366864919662, 0.12927670776844025, -0.035044070333242416, -0.09764456748962402, 0.02117186225950718, 0.13042312860488892, -0.03236140310764313, -0.03771001845598221, 0.031094374135136604, -0.18119235336780548, -0.08081063628196716, 0.07857532054185867, 0.04444431513547897, -0.012690924108028412, 0.11106625944375992, -0.0013130513252690434, -0.13246788084506989, 0.024797838181257248, -0.0436910055577755, -0.10169703513383865, -0.05596357583999634, 0.15535104274749756, -0.009774856269359589, 0.09616685658693314, -0.03128521516919136, 0.041079841554164886, -0.03143199160695076, -0.05906524509191513, -0.25365176796913147, 0.07168615609407425, 0.1573062539100647, -0.02695276029407978, 0.027930524200201035, 0.20097027719020844, 0.14554452896118164, 0.06192086637020111, 0.0549948550760746, -0.07907108962535858, -0.0035290804225951433, 0.0239182710647583, 0.1960466057062149, 0.03900948911905289, -0.11920278519392014, 0.06345178931951523, 0.22268575429916382, 0.18534542620182037, 0.19335024058818817, -0.09733574837446213]"
43,"[-0.003131629666313529, 0.03746844083070755, -0.015354789793491364, -0.03715793788433075, -0.022831987589597702, 0.051409706473350525, -0.010329298675060272, 0.028958404436707497, -0.03189340978860855, 0.05260683223605156, 0.02395946905016899, -0.04858854413032532, -0.04284019023180008, -0.06208883970975876, 0.050052445381879807, 0.07586999237537384, -0.05637647211551666, -0.0024262696970254183, 0.010683149099349976, -0.002708056941628456, -0.0787833109498024, -0.08209798485040665, 0.07115672528743744, -0.029768941923975945, 0.07101977616548538, 0.05280138552188873, -0.020833395421504974, -0.023544596508145332, 0.00995703600347042, 0.0033029778860509396, 0.02950606308877468, -0.05283159762620926, 0.08463907986879349, -0.013645794242620468, -0.04046131297945976, -0.06314405798912048, -0.08312971144914627, 0.025162845849990845, 0.0027170239482074976, -0.06920697540044785, -0.06488554924726486, -0.07074420154094696, -0.06402602046728134, 0.005966448690742254, -0.027865901589393616, -0.05784173309803009, 0.07142426818609238, -0.012141527608036995, -0.011246902868151665, -0.04594049230217934, -0.08607818931341171, 0.08251234143972397, -0.02748275175690651, -0.08883069455623627, -0.02031378261744976, 0.05291587486863136, 0.0517079122364521, -0.07824879139661789, 0.048369329422712326, -0.04172559827566147, 0.07150712609291077, -0.02655079960823059, -0.04883503168821335, 0.007385357283055782, 0.04746551066637039, 0.04236143082380295, -0.06749989837408066, 0.010701490566134453, 0.07199380546808243, -0.03661860525608063, -0.07563836872577667, 0.05000687390565872, -0.046519242227077484, -0.08708103746175766, -0.0592707134783268, -0.07708856463432312, -0.048564452677965164, 0.06590114533901215, 0.08177126199007034, -0.02961004339158535, 0.07529947906732559, -0.03657354786992073, -0.031044773757457733, -0.06079466640949249, 0.07404517382383347, -0.007473504636436701, -0.08298131078481674, -0.00939236581325531, 0.0122296754270792, -0.047928571701049805, -0.0063009364530444145, -0.07349665462970734, -0.019807498902082443, 0.043764110654592514, -0.06533930450677872, 0.0522671677172184, 0.07007594406604767, -0.01949063129723072, -0.06546878814697266, 0.04443692788481712, -0.07329922914505005, 0.044190194457769394, -0.02076202630996704, -0.07096695154905319, 0.06054101139307022, 0.037146568298339844, 0.06747850030660629, 0.007603322621434927, 0.06294102966785431, 0.07127198576927185, -0.024871325120329857, 0.025931183248758316, -0.06258537620306015, -0.026529395952820778, 0.05405551940202713, -0.040979716926813126, 0.059579137712717056, 0.03401734307408333, -0.05494072660803795, -0.04703545570373535, -0.02587209828197956, -0.06443062424659729, 0.05224084109067917, 0.00946852657943964, 0.005813319701701403, 0.04253096133470535, 0.046488888561725616, -0.0676703229546547]"
44,"[0.18859586119651794, 0.18582995235919952, 0.22099463641643524, -0.07261838018894196, 0.19091811776161194, -0.013265054672956467, 0.12714366614818573, 0.08436610549688339, -0.02906690537929535, -0.22360855340957642, -0.27771106362342834, -0.3572686016559601, -0.05913099646568298, 0.042770277708768845, 0.031171098351478577, -0.1751624494791031, 0.22918252646923065, -0.10667003691196442, 0.05920426547527313, 0.20890475809574127, 0.01966608315706253, -0.06705226004123688, 0.487905353307724, -0.073248490691185, 0.06345938891172409, 0.12948521971702576, 0.10184095054864883, -0.016175027936697006, -0.13575255870819092, -0.0036664591170847416, -0.07510983198881149, 0.04384090006351471, -0.1780439019203186, -0.2699893116950989, 0.06705983728170395, -0.061453480273485184, 0.21324482560157776, 0.13294193148612976, 0.04860251396894455, 0.1379915326833725, -0.2901986837387085, 0.2385721504688263, 0.11572850495576859, 0.32332777976989746, 0.23830480873584747, 0.22701779007911682, -0.024751029908657074, -0.014601691626012325, -0.046033892780542374, -0.06883066147565842, -0.11570454388856888, -0.018672550097107887, 0.25231924653053284, 0.022897198796272278, -0.1737491488456726, -0.15646140277385712, 0.01707104779779911, 0.3718597888946533, 0.0056869531981647015, 0.20216605067253113, -0.010830282233655453, -0.345925509929657, -0.055445123463869095, -0.09081873297691345, 0.030769934877753258, -0.07159306854009628, 0.03302794322371483, 0.09657497704029083, 0.1019282117486, 0.07744841277599335, 0.10511074215173721, -0.02112717740237713, -0.026280676946043968, 0.05451212450861931, 0.00904581043869257, -0.3212260901927948, -0.13377927243709564, -0.2598961889743805, 0.29053306579589844, -0.039188090711832047, -0.0701315850019455, -0.05103365704417229, -0.08169624954462051, -0.06373938918113708, -0.07931551337242126, -0.1742984801530838, -0.0024950376246124506, -0.2744475305080414, 0.09743072837591171, 0.17958667874336243, -0.007893864996731281, -0.18897117674350739, 0.039807114750146866, 0.1340816468000412, 0.13065452873706818, -0.35911110043525696, -0.21155670285224915, 0.09791559725999832, 0.13063719868659973, -0.015659570693969727, -0.18551616370677948, -0.20013739168643951, 0.08861246705055237, -0.2602233290672302, -0.037727974355220795, 0.2073066532611847, -0.024995556101202965, -0.2992098033428192, 0.20804601907730103, -0.17136934399604797, 0.2414865344762802, 0.02575591206550598, 0.04804127663373947, -0.05959829315543175, -0.3704547584056854, 0.04694536700844765, -0.003634850261732936, 0.04725510627031326, -0.3614215552806854, -0.015073873102664948, 0.19618625938892365, -0.03663412854075432, 0.10678394138813019, 0.12404824048280716, -0.4407596290111542, -0.422406941652298, -0.06475382298231125, 0.16583406925201416]"
45,"[0.022228868678212166, 0.03400686755776405, 0.003736797720193863, -0.04969002678990364, -0.03428741171956062, -0.025785135105252266, 0.16364802420139313, -0.06412109732627869, -0.06289245933294296, 0.10362181812524796, 0.06060086190700531, 0.0680077001452446, -0.1285446733236313, -0.06958252191543579, 0.11754700541496277, -0.007152024656534195, -0.11979331821203232, 0.12933509051799774, -0.06486780196428299, -0.18697622418403625, -0.12589004635810852, 0.0033546059858053923, -0.1274963915348053, 0.07862644642591476, 0.08388298749923706, -0.09897972643375397, 0.089006207883358, 0.07633287459611893, -0.08641443401575089, 0.1787377893924713, -0.11540275067090988, -0.039892710745334625, 0.024646122008562088, -0.001096965977922082, -0.026966340839862823, 0.018641246482729912, 0.09313423186540604, 0.14551986753940582, 0.11566577851772308, 0.16402402520179749, 0.054207693785429, 0.051496721804142, 0.07884856313467026, -0.012611707672476768, 0.000473438500193879, 0.09458006173372269, -0.13250833749771118, 0.08212186396121979, -0.08432140946388245, -0.1272270232439041, -0.005346805788576603, 0.1205403059720993, 0.02451811544597149, 0.036133985966444016, 0.007067058235406876, 0.01005634106695652, -0.08314009010791779, 0.041884977370500565, 0.10748712718486786, -0.04002801328897476, -0.006468743551522493, 0.14379237592220306, -0.11039075255393982, 0.11924536526203156, -0.02065003290772438, -0.07743214815855026, 0.006380124017596245, -0.20873193442821503, 0.038331665098667145, 0.11349780857563019, -0.012117919512093067, 0.03149742633104324, -0.1463615745306015, 0.036802854388952255, 0.0934227705001831, 0.09154343605041504, -0.0928049385547638, -0.01964837685227394, -0.145991250872612, 0.0914386436343193, 0.015766853466629982, -0.026458892971277237, 0.07332821190357208, 0.057143308222293854, 0.16056452691555023, 0.08091605454683304, 0.10714058578014374, -0.14278072118759155, -0.18317003548145294, -0.07397405803203583, 0.08912154287099838, 0.11537346243858337, -0.10687697678804398, 0.13091076910495758, -0.03510023653507233, -0.07043220102787018, 0.08720655739307404, 0.042950261384248734, 0.06241019815206528, 0.0061007277108728886, -0.05499442666769028, -0.13092389702796936, -0.15479665994644165, 0.03251318261027336, 0.06227885186672211, -0.022137083113193512, 0.08226902037858963, 0.06517095118761063, -0.0106761259958148, 0.08327574282884598, 0.16384734213352203, 0.11969389021396637, -0.06591404229402542, -0.05438271909952164, -0.013202534057199955, -0.067930206656456, 0.0471675805747509, -0.020689891651272774, -0.12720951437950134, 0.01708717830479145, -0.07901745289564133, 0.0923527404665947, -0.13373032212257385, 0.0858161672949791, -0.02614540606737137, 0.020224325358867645, -0.0646434873342514, -0.0052457633428275585]"
46,"[0.24498437345027924, 0.12464232742786407, -0.12699468433856964, -0.06085256114602089, 0.11729439347982407, 0.057737018913030624, -0.008779797703027725, 0.0571725107729435, 0.04941265285015106, 0.03552709147334099, -0.18405988812446594, -0.010533882305026054, 0.07233987748622894, -0.02528386004269123, -0.040709707885980606, -0.07779636234045029, 0.03126629441976547, 0.053721170872449875, -0.05764318257570267, 0.005728099495172501, -0.2350505292415619, -0.12423282861709595, 0.1308176964521408, -0.040087614208459854, -0.006191994063556194, -0.06575854867696762, 0.11982031166553497, 0.061756402254104614, -0.05282419174909592, 0.0470128171145916, 0.012110801413655281, -0.2248465120792389, -0.15101198852062225, -0.08358986675739288, -0.017264580354094505, 0.04872105270624161, 0.15029342472553253, 0.2447001039981842, -0.021094029769301414, 0.17398369312286377, -0.07019679993391037, 0.10432720184326172, 0.19040021300315857, 0.14743399620056152, 0.14243435859680176, -0.06564552336931229, -0.07899396121501923, 0.09939379245042801, 0.08238568156957626, 0.13769690692424774, -0.1768397092819214, -0.05079716444015503, 0.026418868452310562, 0.13268326222896576, -0.009144534356892109, -0.09308160841464996, -0.060246262699365616, 0.062125567346811295, 0.028289875015616417, 0.08585710823535919, 0.16918639838695526, 0.03491552546620369, -0.10523556917905807, 0.02874346263706684, -0.03899785503745079, 0.083032988011837, -0.0173204243183136, 0.007245365995913744, -0.02466573752462864, 0.04861001297831535, 0.0030404222197830677, -0.004413900896906853, -0.03593072295188904, -0.10234948992729187, -0.07284734398126602, -0.07840745896100998, 0.0192408487200737, -0.024227768182754517, -0.02436596155166626, -0.012437639757990837, -0.0644216313958168, -0.06509026139974594, 0.04469376057386398, 0.05425691232085228, 0.06932055205106735, 0.0805780366063118, 0.11400732398033142, -0.07034944742918015, 0.037389304488897324, -0.06926928460597992, -0.05386212468147278, -0.21765904128551483, 0.23439066112041473, 0.05399820953607559, 0.14232207834720612, -0.21824422478675842, -0.12660562992095947, 0.05087501183152199, 0.06667216122150421, 0.12935636937618256, -0.1444271206855774, -0.09578318148851395, 0.0547691285610199, -0.11451054364442825, 0.006241298746317625, 0.2094142735004425, -0.021525025367736816, -0.2811841666698456, -0.08893381804227829, -0.15822644531726837, 0.1392350196838379, -0.039526160806417465, -0.08080823719501495, 0.18109159171581268, -0.204289972782135, -0.01393746305257082, 0.08212348818778992, 0.04978985711932182, -0.25128233432769775, -0.1623031497001648, 0.05231558158993721, 0.1614738404750824, -0.17186006903648376, 0.2216566652059555, -0.19059525430202484, -0.2175426185131073, -0.015426111407577991, -0.11021991074085236]"
47,"[-0.012545548379421234, 0.06792350113391876, 0.057288672775030136, 0.12418967485427856, 0.1097172424197197, -0.0586998425424099, 0.1187063455581665, 0.022711578756570816, 0.16424718499183655, 0.12483957409858704, 0.16171038150787354, 0.15292438864707947, 0.06212857738137245, 0.0884588435292244, 0.11171294748783112, -0.016207940876483917, -0.060710564255714417, 0.06418372690677643, -0.030325239524245262, -0.06478959321975708, -0.06475698202848434, 0.10444087535142899, -0.16056546568870544, 0.08480299264192581, 0.07765854150056839, -0.12357870489358902, -0.03469475731253624, 0.04460516199469566, 0.09573990851640701, 0.13424937427043915, -0.09256485849618912, -0.1283297836780548, 0.05092921108007431, 0.16469252109527588, -0.10238269716501236, -0.03718637302517891, -0.08659768104553223, 0.08414532989263535, -0.029246212914586067, 0.00042541042785160244, 0.08540260046720505, -0.15911909937858582, -0.007708361372351646, -0.03969011828303337, -0.07226655632257462, -0.06607821583747864, -0.005328976549208164, -0.03291774541139603, 0.05312635004520416, 0.1360226422548294, 0.0834992304444313, -0.039016637951135635, -0.012866287492215633, -0.010190429165959358, 0.07901249080896378, 0.15811249613761902, 0.08729583770036697, -0.2093556523323059, -0.08666565269231796, 0.05216124653816223, -0.022444991394877434, 0.22975482046604156, 0.016903072595596313, 0.0025208748411387205, 0.023745691403746605, 0.03290381282567978, 0.07337912917137146, -0.07277239114046097, 0.0002911838819272816, -0.10407945513725281, -0.05901269614696503, 0.07167213410139084, 0.12474632263183594, 0.028826000168919563, -0.007567259483039379, 0.25909844040870667, 0.147088885307312, -0.019750455394387245, -0.0690811350941658, 0.17617760598659515, -0.07613056898117065, 0.13489224016666412, -0.02687198482453823, -0.008562789298593998, 0.008337561041116714, -0.01695757731795311, 0.048550598323345184, 0.07164396345615387, 0.04407532513141632, -0.14513716101646423, -0.06998730450868607, 0.0021509837824851274, 0.03724397346377373, 0.15635479986667633, 0.06671686470508575, 0.10264728218317032, -0.014289566315710545, 0.06358268857002258, -0.025664564222097397, 0.021484851837158203, 0.022034890949726105, 0.1957913488149643, 0.015144570730626583, 0.12605847418308258, 0.07921180874109268, -0.15947814285755157, -0.07495925575494766, 0.11905572563409805, -0.045431990176439285, 0.015486843883991241, -0.18988355994224548, -0.030074479058384895, -0.0026377495378255844, 0.11054859310388565, 0.1301225870847702, 0.02472745068371296, 0.12135680019855499, 0.005186181049793959, 0.02199438586831093, -0.024402452632784843, -0.022292938083410263, -0.06850888580083847, 0.05219760537147522, 0.10698764026165009, 0.19113527238368988, 0.07391876727342606, 0.15164528787136078, -0.11688718944787979]"
48,"[-0.040864963084459305, 0.004909404553472996, -0.05854277312755585, -0.05112963169813156, 0.05354466289281845, 0.07462486624717712, -0.02196499891579151, 0.01697458140552044, -0.009573990479111671, -0.03452562913298607, 0.06866882741451263, -0.02672301046550274, -0.06771054863929749, 0.08153687417507172, 0.003528091125190258, -0.008456142619252205, -0.00453224778175354, 0.039879631251096725, 0.04632322117686272, 0.0363076813519001, 0.007405644748359919, -0.02523406594991684, -0.0313025526702404, 0.03243499621748924, 0.048972778022289276, 0.012085990980267525, -0.07034390419721603, -0.02603842131793499, -0.03250892087817192, -0.06121157482266426, -0.04098878800868988, 0.03549165278673172, -0.007776156533509493, 0.012976370751857758, -0.014632193371653557, -0.00949004478752613, -0.01732264831662178, 0.044054195284843445, -0.06825122237205505, -0.03924470394849777, -0.009387156926095486, 0.002678909106180072, 0.07841460406780243, 0.03512552008032799, 0.04105008766055107, 0.07047422975301743, 0.07140836864709854, 0.02883094921708107, -0.018699372187256813, -0.019688937813043594, 0.03012148104608059, 0.049195706844329834, 0.07982548326253891, 0.02872215211391449, 0.005132490303367376, 0.0496101900935173, 0.02878655306994915, 0.049942441284656525, 0.05076908692717552, -0.017885159701108932, 0.02533632144331932, -0.03642057627439499, -0.02582043968141079, 0.05141090974211693, 0.03476898372173309, -0.04658609256148338, -0.07863010466098785, 0.03201310336589813, -0.039591215550899506, -0.03268788382411003, -0.04049937054514885, 0.05407615005970001, -0.08618292212486267, -0.08557572215795517, -0.050875961780548096, -0.08852199465036392, -0.05648403242230415, -0.013833854347467422, 0.04046684503555298, -0.03159433603286743, -0.0052869319915771484, 0.020925771445035934, -0.017568249255418777, -0.0789405107498169, 0.04534979164600372, -0.05819884315133095, 0.07296454161405563, -0.08326046913862228, 0.07534312456846237, 0.022451646625995636, 0.06890055537223816, -0.035517141222953796, -0.026559574529528618, -0.02089771442115307, 0.08946036547422409, 0.014955637976527214, -0.04519154503941536, 0.03949352353811264, -0.06727982312440872, 0.0208795964717865, -0.09009750187397003, 0.018123436719179153, -0.016002366319298744, 0.05860881507396698, 0.021645069122314453, 0.013091039843857288, -0.062366288155317307, 0.0920240506529808, -0.06788221001625061, 0.055555131286382675, 0.08360237628221512, 0.007512837182730436, 0.008798462338745594, 0.008144591934978962, -0.0666675791144371, -0.0572134293615818, -0.05826547369360924, -0.0835852324962616, 0.015096882358193398, 0.11387752741575241, 0.03921044245362282, -0.06261821836233139, -0.04954265430569649, -0.021656274795532227, -0.0819251537322998, 0.035605691373348236, 0.010965571738779545, 0.0007164562703110278]"
49,"[0.2964205741882324, 0.19382180273532867, -0.16508698463439941, -0.004943764768540859, -0.09291182458400726, 0.23309600353240967, -0.14140090346336365, 0.08153342455625534, 0.01919601857662201, 0.2903868556022644, -0.025877680629491806, 0.050322555005550385, 0.19044481217861176, -0.06050141900777817, -0.13331668078899384, -0.0382564403116703, -0.0487554669380188, -0.05309251323342323, -0.06209934502840042, 0.008721989579498768, -0.20072521269321442, -0.03141477331519127, -0.029147474095225334, 0.07754947990179062, -0.05132730305194855, -0.1331772804260254, 0.03356105461716652, 0.09960326552391052, -0.07769117504358292, 0.08838849514722824, -0.11544663459062576, -0.11195023357868195, -0.03405299410223961, 0.09755092114210129, 0.11034506559371948, -0.009445170871913433, 0.03027167357504368, 0.08721494674682617, -0.002515164203941822, 0.042952150106430054, -0.17004339396953583, -0.24094241857528687, 0.013070259243249893, 0.14514590799808502, 0.12872153520584106, -0.04767803102731705, 0.04414544999599457, -0.04930807650089264, -0.009063447825610638, 0.1380346715450287, 0.015093258582055569, -0.10130412876605988, 0.08296103775501251, 0.12387780845165253, 0.23243413865566254, 0.10933425277471542, -0.005175783298909664, -0.12356240302324295, -0.10334325581789017, -0.03758617118000984, -0.008172743022441864, 0.06951452791690826, -0.17838120460510254, -0.12047792971134186, 0.11098500341176987, -0.0099201500415802, 0.1229393258690834, -0.10109895467758179, -0.07581590861082077, 0.020989099517464638, -0.10316163301467896, 0.021465566009283066, 0.05962095409631729, 0.14655110239982605, -0.03453579172492027, 0.1089308112859726, 0.032528359442949295, 0.045074429363012314, -0.2602839171886444, 0.13455283641815186, 0.011332942172884941, -0.12888580560684204, 0.08479480445384979, -0.2629510462284088, -0.002249905839562416, 0.08156133443117142, 0.009499389678239822, -0.2646927237510681, 0.2018922120332718, -0.13541506230831146, -0.17433595657348633, -0.14327508211135864, -0.03469321131706238, -0.11843976378440857, -0.13252419233322144, 0.07823210209608078, -0.12236905843019485, -0.04721270874142647, 0.008786621503531933, -0.09941919893026352, -0.24414284527301788, 0.0369853749871254, 0.1321898251771927, -0.11362606287002563, 0.14222614467144012, 0.17043933272361755, 0.02161371149122715, -0.11856283992528915, -0.13606464862823486, 0.05042298883199692, 0.08798680454492569, -0.1931518018245697, -0.008507171645760536, 0.1967919021844864, -0.11745437234640121, -0.022077776491642, 0.22195081412792206, -0.014090741984546185, -0.021122820675373077, -0.15849632024765015, -0.23383145034313202, -0.05639884993433952, -0.0721239373087883, 0.12173917144536972, 0.14919531345367432, 0.3034500777721405, 0.22049880027770996, -0.05557074025273323]"
